org_ein,state,state_name,name,address,city,fips,ruledate,nteecc,region,division
042760272,MA,Massachusetts,COALITION FOR A BETTER ACRE INC,517 MOODY STREET,LOWELL,25017,1982,L20,Northeast,New England
042761591,MA,Massachusetts,JEWISH COMMUNITY HOUSING FOR THE ELDERLY V INC,30 WALLINGFORD ROAD,BRIGHTON,25025,1983,L21,Northeast,New England
042762580,MA,Massachusetts,VALLEY HOUSING DEVELOPMENT CORPORATION INCORPORATED,120 MAPLE STREET 4TH FLOOR,SPRINGFIELD,25013,1983,L80,Northeast,New England
042774010,MA,Massachusetts,NUEVA ESPERANZA INC,401 MAIN ST,HOLYOKE,25013,2019,L20,Northeast,New England
042777769,MA,Massachusetts,NANTUCKET COMMUNITY SERVICE INC,144 ORANGE STREET,NANTUCKET,25019,1983,L22,Northeast,New England
042859066,MA,Massachusetts,DUDLEY STREET NEIGHBORHOOD INITIATIVE INC,550 DUDLEY ST,ROXBURY,25025,1986,S22,Northeast,New England
042886494,MA,Massachusetts,GROVE HALL NEIGHBORHOOD DEVELOPMENT CORPORATION,7 CHENEY ST,DORCHESTER,25025,1986,S30,Northeast,New England
042898893,MA,Massachusetts,PROVIDENCE MINISTRIES FOR THE NEEDY INC,40 BRIGHTSIDE DR,HOLYOKE,25013,1946,L40,Northeast,New England
042900116,MA,Massachusetts,HOUSING AND ECONOMIC RESOURCES FOR WOMEN INC,C/O HAP INC 322 MAIN ST,SPRINGFIELD,25013,1986,L20,Northeast,New England
042921318,MA,Massachusetts,SOUTH MIDDLESEX NON-PROFIT HOUSING CORPORATION,7 BISHOP ST,FRAMINGHAM,25017,1987,L20,Northeast,New England
042921465,MA,Massachusetts,MAIN SOUTH COMMUNITY DEVELOPMENT CORPORATION,875 MAIN ST,WORCESTER,25027,2011,S30,Northeast,New England
042925846,MA,Massachusetts,HOUSING FAMILIES INC,919 EASTERN AVE,MALDEN,25017,1987,P85,Northeast,New England
042933012,MA,Massachusetts,LOWELL TRANSITIONAL LIVING CENTER INC,7 BISHOP ST,FRAMINGHAM,25017,1987,L41,Northeast,New England
042944144,MA,Massachusetts,HOUSING CORPORATION OF ARLINGTON,20 ACADEMY ST,ARLINGTON,25017,1990,L50,Northeast,New England
042961787,MA,Massachusetts,PITTSFIELD ECONOMIC REVITALIZATION,70 ALLEN ST STE 205,PITTSFIELD,25003,1991,S40,Northeast,New England
042964630,MA,Massachusetts,NEIGHBORHOOD OF AFFORDABLE HOUSING INC,143 BORDER ST,EAST BOSTON,25025,1988,L20,Northeast,New England
042970982,MA,Massachusetts,HABITAT FOR HUMANITY INTERNATIONAL INC,268 COLD SPRING AVE,W SPRINGFIELD,25013,1987,L20,Northeast,New England
042982308,MA,Massachusetts,LAWRENCE COMMUNITY WORKS INC,168 NEWBURY ST,LAWRENCE,25009,1993,S20,Northeast,New England
042982927,MA,Massachusetts,ASCENTRIA CARE ALLIANCE INC,25 E NILSSON STREET,BROCKTON,25023,1983,L20,Northeast,New England
042983365,MA,Massachusetts,BREAD & ROSES HOUSING INC,PO BOX 7,LAWRENCE,25009,1988,L20,Northeast,New England
042988263,MA,Massachusetts,ASIAN COMMUNITY DEVELOPMENT CORP,38 OAK ST,BOSTON,25025,1998,L20,Northeast,New England
043010725,MA,Massachusetts,COMMUNITY DEVELOPMENT OF SOUTH BERKSHIRE INC,PO BOX 733,GT BARRINGTON,25003,1990,S20,Northeast,New England
043023407,MA,Massachusetts,SOUTH BOSTON COMMUNITY HOUSING INC,365 W BROADWAY,S BOSTON,25025,1989,L20,Northeast,New England
043029411,MA,Massachusetts,DUDLEY NEIGHBORS INCORPORATED,550 DUDLEY ST,ROXBURY,25025,1991,L20,Northeast,New England
043036200,MA,Massachusetts,ACRE FAMILY CHILD CARE INC,55 MIDDLE ST SUITE 500,LOWELL,25017,1990,P33,Northeast,New England
043074487,MA,Massachusetts,HOLY FAMILY HOUSING CORPORATION,PO BOX 1180,PITTSFIELD,25003,1994,L21,Northeast,New England
043085298,MA,Massachusetts,HOLYOKE COMMUNITY LAND TRUST INC,PO BOX 6303,HOLYOKE,25013,2018,L20,Northeast,New England
043100105,FL,Florida,SENIOR CITIZENS HOUSING DEVELOPMENT CORPORATION OF SOUTH BOSTON INC,1580 SAWGRASS CORP PKWY,FT LAUDERDALE,12011,2002,L21,South,South Atlantic
043118543,MA,Massachusetts,HYDE SQUARE TASK FORCE INC,PO BOX 1871,JAMAICA PLAIN,25025,1991,S20,Northeast,New England
043124357,MA,Massachusetts,HOUSING SUPPORT INC,12 PLEASANT ST STE 3,NEWBURYPORT,25009,1991,L24,Northeast,New England
043126830,MA,Massachusetts,AFFORDABLE RESIDENTIAL FINANCING INC,264 GRIFFIN ST,FALL RIVER,25005,1992,L25,Northeast,New England
043159643,MA,Massachusetts,SPRING MEADOWS ASSOCIATION OF RESPONSIBLE TENANTS INC,176 CANON CIR,SPRINGFIELD,25013,1996,L50,Northeast,New England
043170779,MA,Massachusetts,GREATER GARDNER COMMUNITY DEVELOPMENT CORP,470 MAIN STREET,FITCHBURG,25027,1993,S20,Northeast,New England
043172737,MA,Massachusetts,REVITALIZE COMMUNITY DEVELOPMENT CORPORATION,1145 MAIN STREET,SPRINGFIELD,25013,1994,L81,Northeast,New England
043176887,MA,Massachusetts,MARBLEHEAD COMMUNITY HOUSING CORPORATION,PO BOX 507,BEVERLY,25009,1993,L20,Northeast,New England
043182556,MA,Massachusetts,NUESTRAS RAICES INC,329 MAIN ST,HOLYOKE,25013,1998,S20,Northeast,New England
043206608,MA,Massachusetts,PARK WEST RESIDENTS ASSOCIATION,185 DARTMOUTH STREET,BOSTON,9013,1995,L20,Northeast,New England
043216873,MA,Massachusetts,HUNGRY HILL COMMUNITY DEVELOPMENT CORPORATION,75 NORTH MAIN STREET,EAST LONGMEADOW,25013,1994,S20,Northeast,New England
043218918,MA,Massachusetts,WESTFIELD COMMUNITY DEVELOPMENT CORPORATION,53 COURT STREET,WESTFIELD,25013,1994,S20,Northeast,New England
043223633,MA,Massachusetts,CITIZENS FOR AFFORDABLE HOUSING IN NEWTON DEVELOPMENT ORGANIZATION IN,79B CHAPEL ST,NEWTON,25017,1994,L80,Northeast,New England
043230028,MA,Massachusetts,FRAMINGHAM HOUSING DEVELOPMENT CORPORATION II,1 JOHN J BRADY DR,FRAMINGHAM,25017,1995,L25,Northeast,New England
043239046,MA,Massachusetts,NORTHBOROUGH AFFORDABLE HOUSING CORPORATION,C/O R LEIF 30 WILES FARM ROAD,NORTHBOROUGH,25027,1996,L50,Northeast,New England
043241596,MA,Massachusetts,COOPERATIVE DEVELOPMENT INSTITUTE,PO BOX 1051,NORTHAMPTON,25015,1995,S20,Northeast,New England
043244024,MA,Massachusetts,NEW BEDFORD ECONOMIC DEVELOPMENT COUNCIL INC,1213 PURCHASE STREET,NEW BEDFORD,25005,1999,S40,Northeast,New England
043246555,MA,Massachusetts,BLUEHUB CAPITAL INC,10 MALCOLM X BOULEVARD GROUND FLOOR,BOSTON,25017,1996,S20,Northeast,New England
043247037,MA,Massachusetts,CAMBODIAN-AMERICAN LEAGUE OF LOWELL INC,NA,LOWELL,25017,1995,P20,Northeast,New England
043247717,MA,Massachusetts,NHA PROPERTIES INC,PO BOX 3149,NANTUCKET,25019,1998,L21,Northeast,New England
043253417,MA,Massachusetts,ORANGE REVITALIZATION PARTNERSHIP INC,PO BOX 347,ORANGE,25011,1996,S11,Northeast,New England
043280116,MA,Massachusetts,WORCESTER EAST SIDE COMMUNITY DEVELOPMENT CORPORATION,310 HIGHLAND ST,WORCESTER,25027,1996,S20,Northeast,New England
043282997,MA,Massachusetts,RESIDENTS FIRST DEVELOPMENT CORP,PO BOX 8617,LOWELL,25017,1996,L21,Northeast,New England
043286347,MA,Massachusetts,CAPE & ISLANDS COMMUNITY DEVELOPMENT INC,5 PATTI PAGE WAY,CENTERVILLE,25001,1996,S30,Northeast,New England
043289039,MA,Massachusetts,VIETNAMESE AMERICAN INITIATIVE FOR DEVELOPMENT INC,42 CHARLES ST STE E,DORCHESTER,25025,1996,S43,Northeast,New England
043290004,MA,Massachusetts,CONCERNED CITIZENS FOR SPRINGFIELD INC,38 OXFORD ST,SPRINGFIELD,25013,1998,S31,Northeast,New England
043299189,MA,Massachusetts,LEOMINSTER DEVELOPMENT CORPORATION,100 MAIN STREET,LEOMINSTER,25027,1996,S20,Northeast,New England
043316881,MA,Massachusetts,MATTAPAN COMMUNITY DEVELOPMENT CORPORATION,221 RIVER ST APT 201,MATTAPAN,25025,1996,P40,Northeast,New England
043320522,MA,Massachusetts,LEE COMMUNITY DEVELOPMENT CORP,32 MAIN ST,LEE,25003,1997,S20,Northeast,New England
043322638,MA,Massachusetts,SOUTHEASTERN MASSACHUSETTS AFFORDABLE HOUSING CORPORATION,45 GODDARD ROAD,BROCKTON,25023,1996,L50,Northeast,New England
043330633,MA,Massachusetts,COMMUNITY ACTION FOR BETTER HOUSING INC,72 8TH ST,NEW BEDFORD,25005,1946,S20,Northeast,New England
043331491,MA,Massachusetts,AFFORDABLE HOUSING ASSOCIATES OF LYNN INC,52 ANDREW ST,LYNN,25009,1997,L50,Northeast,New England
043333866,MA,Massachusetts,FALMOUTH HOUSING CORPORATION,704 MAIN STREET,FALMOUTH,25001,1997,L50,Northeast,New England
043337726,MA,Massachusetts,CAMBRIDGE CREDIT COUNSELING CORP,67 HUNT ST STE 305,AGAWAM,25013,2012,P51,Northeast,New England
043362851,MA,Massachusetts,MILTON-FULLER HOUSING CORPORATION,1399 BLUE HILL AVENUE,MILTON,25021,1998,L20,Northeast,New England
043364974,ME,Maine,SKOWHEGAN ECONOMIC DEVELOPMENT CORPORATION,225 WATER ST,SKOWHEGAN,23025,1998,S30,Northeast,New England
043370097,MA,Massachusetts,QUABOAG VALLEY COMMUNITY DEVELOPMENT CORPORATION,23 WEST MAIN ST,WARE,25015,1998,S20,Northeast,New England
043371170,MA,Massachusetts,COMMUNITY ECONOMIC DEVELOPMENT CENTER OF SOUTHEASTERN MASS,1285 ACUSHNET AVE,NEW BEDFORD,25005,1997,S30,Northeast,New England
043376469,ME,Maine,FAITHWORKS,41 CANAL ST,LEWISTON,23001,1997,S31,Northeast,New England
043379341,VT,Vermont,RNA COMMUNITY BUILDERS INC,NA,RUTLAND,50021,1998,S20,Northeast,New England
043408855,MA,Massachusetts,ACT LAWRENCE INC,15 UNION ST ENT C 4TH FL STE 409,LAWRENCE,25009,1998,S80,Northeast,New England
043458096,MA,Massachusetts,HARBORCOV INC,63 WASHINGTON AVENUE,CHELSEA,25025,1999,P43,Northeast,New England
043460139,MA,Massachusetts,THE CALEB GROUP INC,491 HUMPHREY ST,SWAMPSCOTT,25009,2000,L50,Northeast,New England
043469536,MA,Massachusetts,NANTUCKET COMMUNITY SERVICE II INC,144 ORANGE STREET,NANTUCKET,25019,1999,L22,Northeast,New England
043490920,MA,Massachusetts,FIELDS CORNER HOUSING CORPORATION,42 CHARLES STREET NO E,DORCHESTER,25025,2002,L50,Northeast,New England
043500087,MA,Massachusetts,RILEY HOUSE NON PROFIT HOUSING CORPORATION,27 MICA LANE,WELLESLEY,25021,2000,L50,Northeast,New England
043502138,MI,Michigan,JAMAICA PLAIN NON-PROFIT HOUSING CORPORATION,8425 E 12 MILE RD,WARREN,26099,2000,L50,Midwest,East North Central
043534715,MA,Massachusetts,ESSEX STREET MANAGEMENT INCORPORATED,362 GREEN ST,CAMBRIDGE,25017,2001,L21,Northeast,New England
043534734,MA,Massachusetts,ROCKVALE COMMUNITY HOUSING CORPORATION,31 GERMANIA STREET,JAMAICA PLAIN,25025,2001,L50,Northeast,New England
043535025,MA,Massachusetts,HOUSING LAND TRUST FOR CAPE COD INC,38 CHARLES ST,SOUTH DENNIS,25001,2001,L20,Northeast,New England
043538884,MA,Massachusetts,FALCON HOUSING CORP,28 MILES MORGAN COURT,WILBRAHAM,25013,2001,L50,Northeast,New England
043555681,MA,Massachusetts,AFFORDABLE HOUSING AND SERVICES COLLABORATIVE INC,536 GRANITE STREET,BRAINTREE,25021,2001,L20,Northeast,New England
043562853,MA,Massachusetts,SOUTHWEST BOSTON COMMUNITY DEVELOPMENT CORPORATION,11 FAIRMOUNT AVE STE 101,HYDE PARK,25025,2001,S20,Northeast,New England
043571892,MA,Massachusetts,LOWELL COMMUNITY LOAN FUND INC,50 ISLAND ST APT 103,LAWRENCE,25017,2009,L20,Northeast,New England
043576423,MA,Massachusetts,BOSTON PUBLIC HOUSING CORPORATION,52 CHAUNCY STREET 10TH FLOOR,BOSTON,25025,2002,L21,Northeast,New England
043586244,VT,Vermont,OPPORTUNITIES VENTURES INC,25 WINOOSKI FALLS WAY NO 203,WINOOSKI,50007,2003,S30,Northeast,New England
043586322,CA,California,GILROY AFFORDABLE HOUSING CORPORATION,PO BOX 62,KEENE,6029,2002,L50,West,Pacific
043611860,NY,New York,METRO COMMUNITY DEVELOPMENT CORPORA,877 E DELAVAN AVE,BUFFALO,36029,2014,S20,Northeast,Middle Atlantic
043613194,TX,Texas,REBUILDING TOGETHER GREATER DALLAS INC,4950 KELLER SPRINGS,ADDISON,48113,2002,L81,South,West South Central
043617019,NE,Nebraska,GESU HOUSING INC,5008 1/2 B DODGE STREET,OMAHA,31055,2002,L20,Midwest,West North Central
043617951,AZ,Arizona,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,2050 N WILMOT RD,TUCSON,4019,2003,S20,West,Mountain
043627371,SC,South Carolina,BEAUFORT COUNTY BLACK CHAMBER OF,711 BLADEN STREET,BEAUFORT,45013,2002,S41,South,South Atlantic
043627393,MD,Maryland,LIVE BALTIMORE HOME CENTER INC,343 N CHARLES ST 1ST FL,BALTIMORE,24510,2002,S21,South,South Atlantic
043635313,NY,New York,CIVIC BUILDERS INC,180 VARICK ST RM 1414,NEW YORK,36061,2002,L99,Northeast,Middle Atlantic
043669252,CA,California,TZICATL COMMUNITY DEVELOPMENT CORPORATION,4736 HUNTINGTON DR S,LOS ANGELES,6037,2002,S20,West,Pacific
043677814,PA,Pennsylvania,MANTUA COMMUNITY IMPROVEMENT COMMITTEE INC,619 N 35TH ST,PHILADELPHIA,42101,2003,S20,Northeast,Middle Atlantic
043705998,SC,South Carolina,BROOKHAVEN HOUSING CORPORATION,401 HARBISON BLVD NO 3A,COLUMBIA,45045,2003,L50,South,South Atlantic
043709254,FL,Florida,GREATER LAKE CITY COMMUNITY DEVELOPMENT CORPORATION INC,363 NW BASCOM NORRIS DR,LAKE CITY,12023,2003,S20,South,South Atlantic
043728351,NC,North Carolina,IDA AND ASSET BUILDING COLLABORATIVE OF NORTH CAROLINA,PO BOX 27386,RALEIGH,37183,2003,P11,South,South Atlantic
043754904,NY,New York,TRUE COMMUNITY DEVELOPMENT CORPORATION,594 WINSLOW AVE,BUFFALO,36029,2004,S20,Northeast,Middle Atlantic
043755152,TX,Texas,TCH COMMUNITY HOUSING DEVELOPMENT ORGANIZATION,2723 S CHILTON AVE,TYLER,48423,2003,L21,South,West South Central
046125732,MA,Massachusetts,SOUTH SHORE COMMUNITY ACTION COUNCIL INC,71 OBERY ST,PLYMOUTH,25023,1965,S20,Northeast,New England
046132439,MA,Massachusetts,BETHANY HOMES INC,100 WATER STREET,HAVERHILL,25009,1976,L20,Northeast,New England
046138418,MA,Massachusetts,CITIZENS HOUSING & PLANNING ASSOCIATION INC,18 TREMONT STREET,BOSTON,25025,1967,L99,Northeast,New England
050258819,RI,Rhode Island,CHILDRENS FRIEND AND SERVICE,153 SUMMER ST,PROVIDENCE,44007,1951,P30,Northeast,New England
050258858,RI,Rhode Island,FAMILY SERVICE OF RHODE ISLAND INC,PO BOX 6688,PROVIDENCE,44007,1935,P30,Northeast,New England
050258871,RI,Rhode Island,FEDERAL HILL HOUSE ASSOCIATION INC,9 COURTLAND ST,PROVIDENCE,44007,1955,P33,Northeast,New England
050258939,RI,Rhode Island,URBAN LEAGUE OF RHODE ISLAND INC,246 PRAIRIE AVE,PROVIDENCE,44007,1942,P22,Northeast,New England
050259094,RI,Rhode Island,CROSSROADS RHODE ISLAND,160 BROAD ST,PROVIDENCE,44007,1934,P85,Northeast,New England
050270834,RI,Rhode Island,THE FOGARTY CENTER,220 WOONASQUATUCKET AVE,N PROVIDENCE,44007,1975,P82,Northeast,New England
050300152,RI,Rhode Island,THE ARC OF BLACKSTONE VALLEY,500 PROSPECT STREET,PAWTUCKET,44007,1966,P82,Northeast,New England
050309695,RI,Rhode Island,TRI-COUNTY COMMUNITY ACTION AGENCY,1126 HARTFORD AVE,JOHNSTON,44007,1967,P20,Northeast,New England
050311985,RI,Rhode Island,WESTBAY COMMUNITY ACTION INC,224 BUTTONWOODS AVE,WARWICK,44003,1966,P20,Northeast,New England
050312802,RI,Rhode Island,SELF-HELP INC,NA,RIVERSIDE,44007,1967,P20,Northeast,New England
050312991,RI,Rhode Island,BLACKSTONE VALLEY COMMUNITY ACTION PROGRAM INC,32 GOFF AVENUE,PAWTUCKET,44007,1967,S20,Northeast,New England
050340202,RI,Rhode Island,JOSLIN COMMUNITY DEVELOPMENT CORPORATION,231 AMHERST ST,PROVIDENCE,44007,1971,P20,Northeast,New England
050340915,RI,Rhode Island,ROGER WILLIAMS DAY CARE CENTER INC,64 APPLEGATE LN,PROVIDENCE,44007,1972,P33,Northeast,New England
050343709,RI,Rhode Island,CHURCH COMMUNITY HOUSING CORPORATION,50 WASHINGTON SQUARE,NEWPORT,44005,1971,L20,Northeast,New England
050351121,RI,Rhode Island,SOUTH COUNTY COMMUNITY ACTION INC,1935 KINGSTOWN ROAD,WAKEFIELD,44009,1970,P20,Northeast,New England
050370157,RI,Rhode Island,CANE CHILD DEVELOPMENT CENTER,281 POST RD,WAKEFIELD,44009,1977,P33,Northeast,New England
050370946,RI,Rhode Island,SWAP STOP WASTING ABANDONED PROPERTY,439 PINE ST,PROVIDENCE,44007,1977,L99,Northeast,New England
050376075,RI,Rhode Island,LOOKING UPWARDS INC,PO BOX 4289,MIDDLETOWN,44005,1982,P73,Northeast,New England
050376759,RI,Rhode Island,COMMUNITY WORKS RHODE ISLAND,66 CHAFFEE ST,PROVIDENCE,44007,1978,S20,Northeast,New England
050380608,RI,Rhode Island,PROGRESSO LATINO,626 BROAD ST,CENTRAL FALLS,44007,1980,P84,Northeast,New England
050381201,RI,Rhode Island,BLOCK ISLAND ECONOMIC DEVELOPMENT FOUNDATION INC,PO BOX 1903,BLOCK ISLAND,44009,2014,S30,Northeast,New England
050383354,RI,Rhode Island,WOMENS DEVELOPMENT CORPORATION,861A BROAD ST,PROVIDENCE,44007,1979,L20,Northeast,New England
050384495,RI,Rhode Island,WANSKUCK HOUSING CORPORATION,250 CENTERVILLE ROAD NO E 11,WARWICK,44003,1980,L20,Northeast,New England
050390703,RI,Rhode Island,ADVENT HOUSE,589 CRANSTON ST UNIT 1,PROVIDENCE,44007,1981,L41,Northeast,New England
050396559,RI,Rhode Island,MUMFORD HOUSING CORPORATION,129 LAKE ERIE ST APT A,MIDDLETOWN,44005,1982,L20,Northeast,New England
050401123,RI,Rhode Island,NEWPORT RESIDENTS COUNCIL INC,ONE EISENHOWER RD,NEWPORT,44005,2019,S21,Northeast,New England
050432730,RI,Rhode Island,HABITAT FOR HUMANITY INTERNATIONAL INC,1155 WESTMINSTER ST,PROVIDENCE,44007,1987,L192,Northeast,New England
050444029,RI,Rhode Island,SAYLES AVENUE HOLDING COMPANY,178 SAYLES AVE,PAWTUCKET,44007,1989,L20,Northeast,New England
050445955,RI,Rhode Island,EAST BAY COMMUNITY DEVELOPMENT CORPORATION,150 FRANKLIN ST,BRISTOL,44001,1992,L20,Northeast,New England
050448151,RI,Rhode Island,HOUSE OF HOPE COMMUNITY DEVELOPMENT CORPORATION,3188 POST ROAD,WARWICK,44003,1994,L41,Northeast,New England
050449399,RI,Rhode Island,RHODE ISLAND HOUSING DEVELOPMENT CORPORATION,44 WASHINGTON ST,PROVIDENCE,44007,1989,L22,Northeast,New England
050450845,RI,Rhode Island,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 68,SHANNOCK,44009,1987,L192,Northeast,New England
050456120,RI,Rhode Island,REALTY ENDEAVORS FOR AFFORDABLE COMMUNITY HOUSING INC,204 BROAD STREET,PAWTUCKET,44007,1994,L80,Northeast,New England
050463993,RI,Rhode Island,JAMMAT HOUSING AND COMMUNITY DEVELOPMENT CORPORATION,801 ELMWOOD AVENUE,PROVIDENCE,44007,1993,L20,Northeast,New England
050466422,RI,Rhode Island,SMITH HILL COMMUNITY DEVELOPMENT CORPORATION,400 SMITH ST,PROVIDENCE,44007,1992,S30,Northeast,New England
050475365,RI,Rhode Island,CONNECTING FOR CHILDREN AND FAMILIES INC,46 HOPE ST,WOONSOCKET,44007,1996,S21,Northeast,New England
050476850,RI,Rhode Island,HOUSING DEVELOPMENT CORPORATION OF THE NORTH END,136 WOODWARD RD,PROVIDENCE,44007,1994,L20,Northeast,New England
050486136,RI,Rhode Island,CENTRAL FALLS AFFORDABLE HOUSING CORP,30 WASHINGTON STREET,CENTRAL FALLS,44007,1996,L50,Northeast,New England
050488686,RI,Rhode Island,COASTAL HOUSING CORPORATION,2368 E MAIN RD,PORTSMOUTH,44005,1996,L50,Northeast,New England
050489479,RI,Rhode Island,VALLEY AFFORDABLE HOUSING CORP,1029 MENDON RD,CUMBERLAND,44007,1996,L50,Northeast,New England
050495681,RI,Rhode Island,COVENTRY HOUSING ASSOCIATES CORPORATION,14 MANCHESTER CIR,COVENTRY,44003,1998,L50,Northeast,New England
050497260,RI,Rhode Island,ALLEN MINISTRIES ENRICHING NEIGHBORHOODS A M E N INC,163 BELLEVUE AVE,PROVIDENCE,44007,2017,S21,Northeast,New England
050513907,RI,Rhode Island,ST PAUL HOUSING CORP,389 GREENWICH AVE,WARWICK,44003,2005,L50,Northeast,New England
050520256,RI,Rhode Island,GEMINI HOUSING CORPORATION,7 CHURCH STREET,SMITHFIELD,44007,2003,L50,Northeast,New England
050551937,MS,Mississippi,CHRISTIAN HOUSING DEVELOPMENT ORGANIZATION INC,118 SO MCRARY RD STE 149,COLUMBUS,28087,2003,L21,South,East South Central
050571315,KS,Kansas,MY FATHERS HOUSE COMMUNITY SERVICES INC,1004 N PEARL ST,PAOLA,20121,2004,P20,Midwest,West North Central
056015153,RI,Rhode Island,ACCESSPOINT RI,PO BOX 20130,CRANSTON,44007,1967,P82,Northeast,New England
056018801,RI,Rhode Island,COMPREHENSIVE COMMUNITY ACTION INC,311 DORIC AVENUE,CRANSTON,44007,1966,P20,Northeast,New England
060646969,CT,Connecticut,WOMENS LEAGUE INC,1695 MAIN ST,HARTFORD,9003,1934,P33,Northeast,New England
060646974,CT,Connecticut,LIFEBRIDGE COMMUNITY SERVICES INC,475 CLINTON AVE,BRIDGEPORT,9001,1934,P40,Northeast,New England
060646994,CT,Connecticut,WOMEN AND FAMILIES CENTER,169 COLONY ST,MERIDEN,9009,1937,P27,Northeast,New England
060653158,CT,Connecticut,CONNECTICUT ASSOCIATION FOR HUMAN SERVICES INC,110 BARTHOLOMEW AVE STE 4020,HARTFORD,9003,1954,P032,Northeast,New England
060676851,CT,Connecticut,HALL NEIGHBORHOOD HOUSE INC,52 GEORGE E PIPKINS WAY,BRIDGEPORT,9001,1948,P30,Northeast,New England
060795640,CT,Connecticut,COMMUNITY RENEWAL TEAM INC,555 WINDSOR ST,HARTFORD,9003,1964,P20,Northeast,New England
060801861,CT,Connecticut,THE ACCESS AGENCY INC,1315 MAIN ST,WILLIMANTIC,9015,1965,P20,Northeast,New England
060806128,CT,Connecticut,THAMES VALLEY COUNCIL FOR COMMUNITY ACTION INC,1 SYLVANDALE RD,JEWETT CITY,9011,1965,S20,Northeast,New England
060813725,CT,Connecticut,THE COMMUNITY ACTION AGENCY OF WESTERN CONNECTICUT INC,66 NORTH ST,DANBURY,9001,1967,S31,Northeast,New England
060864050,CT,Connecticut,NEW NEIGHBORHOODS INC,76 PROGRESS DRIVE,STAMFORD,9001,1970,L20,Northeast,New England
060876558,CT,Connecticut,BLUE HILLS CIVIC ASSOCIATION INCORPORATED,410 HOMESTEAD AVE,HARTFORD,9003,1969,S22,Northeast,New England
060876677,CT,Connecticut,GUILFORD CENTER FOR CHILDREN INC,47 STONE HOUSE LN,GUILFORD,9009,1972,P33,Northeast,New England
060879360,CT,Connecticut,BRISTOL COMMUNITY ORGANIZATION INC,55 SOUTH ST,BRISTOL,9003,1981,S20,Northeast,New England
060890788,CT,Connecticut,SAN JUAN CENTER INC,1283 MAIN ST,HARTFORD,9003,1975,P20,Northeast,New England
060903918,CT,Connecticut,NORTHEASTERN CONNECTICUT COMMUNITY DEVELOPMENT CORP INC,21 BABCOCK AVENUE,PLAINFIELD,9015,1974,S20,Northeast,New England
060906671,CT,Connecticut,SOUTHFIELD CHILDRENS CENTER INC,84 FAITH RD,NEWINGTON,9003,1989,P33,Northeast,New England
060935696,CT,Connecticut,BRIDGEPORT NEIGHBORHOOD HOUSING AND COMMERCIAL SERVICES INC,NA,BRIDGEPORT,9001,1976,L82,Northeast,New England
060938125,CT,Connecticut,HARTFORD AREAS RALLY TOGETHER INC,PO BOX 260419,HARTFORD,9003,1976,S20,Northeast,New England
060939659,CT,Connecticut,OUR PIECE OF THE PIE INC,20-28 SARGEANT STREET,HARTFORD,9003,1982,P20,Northeast,New England
060954802,CT,Connecticut,HUMAN RESOURCES AGENCY OF NEW BRITAIN INC,180 CLINTON ST,NEW BRITAIN,9003,1977,P20,Northeast,New England
060979507,CT,Connecticut,COMMUNITY ACTION AGENCY OF NEW HAVEN INC,419 WHALLEY AVE,NEW HAVEN,9009,1978,S20,Northeast,New England
060983562,CT,Connecticut,CITIZENS FOR ACTION IN NEW BRITAIN INCORPORATED,NA,NEW BRITAIN,09003,1979,S01,Northeast,New England
060984337,CT,Connecticut,NEW HAVEN JEWISH FEDERATION HOUSING CORPORATION,18 TOWER LANE,NEW HAVEN,9009,1978,L21,Northeast,New England
060992962,CT,Connecticut,BROAD-PARK DEVELOPMENT CORPORATION,617 PARK ST,HARTFORD,9003,1979,L20,Northeast,New England
